id|split|domain|label|goal|trace
wb-analytics-061-no|dev|workbench_analytics|no|Can you make a line chart of engaged users since October 3 if it was more than 3% lower than October 3?|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-10-03"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-10-04"", time_max=""2023-11-30"", value_to_plot=""user_engaged"", plot_type=""line"")"
wb-analytics-061-yes|dev|workbench_analytics|yes|Can you make a line chart of engaged users since October 3 if it was more than 3% lower than October 3?|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-10-03"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-10-03"", time_max=""2023-11-30"", value_to_plot=""user_engaged"", plot_type=""line"")"
wb-analytics-062-no|dev|workbench_analytics|no|Is engaged users more than 5% higher than September 26? If so, please plot it as a line chart|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-09-26"", time_max=""2023-09-26""); analytics.engaged_users_count(time_min=""2023-09-27"", time_max=""2023-09-27""); analytics.create_plot(time_min=""2023-09-26"", time_max=""2023-09-27"", value_to_plot=""user_engaged"", plot_type=""line"")"
wb-analytics-062-yes|dev|workbench_analytics|yes|Is engaged users more than 5% higher than September 26? If so, please plot it as a line chart|"Recorded tool actions: analytics.engaged_users_count(time_max=""2023-09-26"", time_min=""2023-09-26""); analytics.engaged_users_count(time_max=""2023-11-30"", time_min=""2023-11-30""); analytics.engaged_users_count(time_max=""2023-11-29"", time_min=""2023-11-29""); analytics.engaged_users_count(time_min=""2023-09-27"", time_max=""2023-09-27"")"
wb-analytics-063-no|dev|workbench_analytics|no|Is total visits more than 5% lower than September 28? If so, please plot it as a line chart|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-09-28"", time_max=""2023-09-28""); analytics.total_visits_count(time_min=""2023-11-30"", time_max=""2023-11-30"")"
wb-analytics-063-yes|dev|workbench_analytics|yes|Is total visits more than 5% lower than September 28? If so, please plot it as a line chart|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-09-28"", time_max=""2023-09-28""); analytics.total_visits_count(time_min=""2023-11-29"", time_max=""2023-11-29""); analytics.create_plot(time_min=""2023-09-28"", time_max=""2023-11-29"", value_to_plot=""total_visits"", plot_type=""line"")"
wb-analytics-064-no|dev|workbench_analytics|no|Can you make a line chart of total visits since September 15 if it was more than 3% lower than September 15?|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-09-15"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-09-15"", time_max=""2023-11-30"", value_to_plot=""total_visits"", plot_type=""line"")"
wb-analytics-064-yes|dev|workbench_analytics|yes|Can you make a line chart of total visits since September 15 if it was more than 3% lower than September 15?|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-09-15"", time_max=""2023-11-30"")"
wb-analytics-066-no|dev|workbench_analytics|no|Is total visits more than 10% lower than October 21? If so, please plot it as a line chart|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-10-01"", time_max=""2023-10-31""); analytics.create_plot(time_min=""2023-10-01"", time_max=""2023-10-31"", value_to_plot=""total_visits"", plot_type=""line"")"
wb-analytics-066-yes|dev|workbench_analytics|yes|Is total visits more than 10% lower than October 21? If so, please plot it as a line chart|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-10-21"", time_max=""2023-11-29""); analytics.total_visits_count(time_min=""2023-10-21"", time_max=""2023-10-21""); analytics.create_plot(time_min=""2023-10-21"", time_max=""2023-11-29"", value_to_plot=""total_visits"", plot_type=""line"")"
wb-analytics-067-no|dev|workbench_analytics|no|If engaged users is more than 10% lower than November 24, make a line plot of it since then|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-24"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-11-24"", time_max=""2023-11-30"", value_to_plot=""user_engaged"", plot_type=""line"")"
wb-analytics-067-yes|dev|workbench_analytics|yes|If engaged users is more than 10% lower than November 24, make a line plot of it since then|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-24"", time_max=""2023-11-30"")"
wb-analytics-068-no|dev|workbench_analytics|no|Can you make a line chart of engaged users since October 21 if it was more than 10% higher than October 21?|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-10-21"", time_max=""2023-11-30""); analytics.create_plot(time_max=""2023-11-30"", plot_type=""line"", time_min=""2023-10-21"", value_to_plot=""user_engaged"")"
wb-analytics-068-yes|dev|workbench_analytics|yes|Can you make a line chart of engaged users since October 21 if it was more than 10% higher than October 21?|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-10-21"", time_max=""2023-10-21""); analytics.engaged_users_count(time_min=""2023-10-21"", time_max=""2023-11-30"")"
wb-analytics-069-no|dev|workbench_analytics|no|If average session duration is more than 3% lower than October 4, make a line plot of it since then|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-10-04"", time_max=""2023-10-04""); analytics.get_average_session_duration(time_min=""2023-10-05"", time_max=""2023-11-29""); analytics.create_plot(time_min=""2023-10-05"", time_max=""2023-11-29"", value_to_plot=""session_duration_seconds"", plot_type=""line"")"
wb-analytics-069-yes|dev|workbench_analytics|yes|If average session duration is more than 3% lower than October 4, make a line plot of it since then|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-10-04"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-10-04"", time_max=""2023-11-30"", value_to_plot=""session_duration_seconds"", plot_type=""line"")"
wb-analytics-071-no|test|workbench_analytics|no|Is average session duration more than 5% higher than it was on Sunday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-26"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-11-26"", time_max=""2023-11-30"", value_to_plot=""session_duration_seconds"", plot_type=""line"")"
wb-analytics-071-yes|test|workbench_analytics|yes|Is average session duration more than 5% higher than it was on Sunday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-26"", time_max=""2023-11-30"")"
wb-analytics-072-no|test|workbench_analytics|no|Can you make a line chart of engaged users since Sunday if it is more than 5% lower than Sunday?|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-26"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-11-26"", time_max=""2023-11-30"", value_to_plot=""user_engaged"", plot_type=""line"")"
wb-analytics-072-yes|test|workbench_analytics|yes|Can you make a line chart of engaged users since Sunday if it is more than 5% lower than Sunday?|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-26"", time_max=""2023-11-30"")"
wb-analytics-073-no|test|workbench_analytics|no|Is total visits more than 3% higher than it was on Wednesday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-11-29"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-11-29"", time_max=""2023-11-30"", value_to_plot=""total_visits"", plot_type=""line"")"
wb-analytics-073-yes|test|workbench_analytics|yes|Is total visits more than 3% higher than it was on Wednesday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-11-29"", time_max=""2023-11-30""); analytics.total_visits_count(time_min=""2023-11-30"", time_max=""2023-11-30"")"
wb-analytics-074-no|test|workbench_analytics|no|Is engaged users more than 2% lower than it was on Sunday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-26"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-11-26"", time_max=""2023-11-30"", value_to_plot=""user_engaged"", plot_type=""line"")"
wb-analytics-074-yes|test|workbench_analytics|yes|Is engaged users more than 2% lower than it was on Sunday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-26"", time_max=""2023-11-30"")"
wb-analytics-075-no|test|workbench_analytics|no|Is total visits more than 2% lower than it was on Saturday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-11-25"", time_max=""2023-11-30"")"
wb-analytics-075-yes|test|workbench_analytics|yes|Is total visits more than 2% lower than it was on Saturday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.total_visits_count(time_min=""2023-11-25"", time_max=""2023-11-29""); analytics.create_plot(time_min=""2023-11-25"", time_max=""2023-11-29"", value_to_plot=""total_visits"", plot_type=""line"")"
wb-analytics-076-no|test|workbench_analytics|no|Is engaged users more than 3% lower than it was on Sunday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-26"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-11-26"", time_max=""2023-11-30"", value_to_plot=""user_engaged"", plot_type=""line"")"
wb-analytics-076-yes|test|workbench_analytics|yes|Is engaged users more than 3% lower than it was on Sunday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.engaged_users_count(time_min=""2023-11-26"", time_max=""2023-11-30"")"
wb-analytics-077-no|test|workbench_analytics|no|Can you make a line chart of average session duration since Wednesday if it is more than 3% higher than Wednesday?|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-29"", time_max=""2023-11-30""); analytics.get_average_session_duration(time_min=""2023-11-28"", time_max=""2023-11-29""); analytics.create_plot(time_min=""2023-11-29"", time_max=""2023-11-30"", value_to_plot=""session_duration_seconds"", plot_type=""line"")"
wb-analytics-077-yes|test|workbench_analytics|yes|Can you make a line chart of average session duration since Wednesday if it is more than 3% higher than Wednesday?|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-29"", time_max=""2023-11-30"")"
wb-analytics-078-no|test|workbench_analytics|no|If average session duration is more than 10% lower than it was on Saturday, make a line plot of it since then|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-30"", time_max=""2023-11-30""); analytics.get_average_session_duration(time_min=""2023-11-25"", time_max=""2023-11-25""); analytics.get_average_session_duration(time_min=""2023-11-25"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-11-25"", time_max=""2023-11-29"", value_to_plot=""session_duration_seconds"", plot_type=""line"")"
wb-analytics-078-yes|test|workbench_analytics|yes|If average session duration is more than 10% lower than it was on Saturday, make a line plot of it since then|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-25"", time_max=""2023-11-29"")"
wb-analytics-079-no|test|workbench_analytics|no|Is average session duration more than 10% lower than it was on Wednesday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-29"", time_max=""2023-11-29""); analytics.get_average_session_duration(time_min=""2023-11-30"", time_max=""2023-11-30""); analytics.total_visits_count(time_min=""2023-11-30"", time_max=""2023-11-30""); analytics.create_plot(time_min=""2023-11-29"", time_max=""2023-11-30"", value_to_plot=""session_duration_seconds"", plot_type=""line"")"
wb-analytics-079-yes|test|workbench_analytics|yes|Is average session duration more than 10% lower than it was on Wednesday? If so, please plot it as a line chart since then|"Recorded tool actions: analytics.get_average_session_duration(time_min=""2023-11-29"", time_max=""2023-11-30""); analytics.get_average_session_duration(time_min=""2023-11-30"", time_max=""2023-11-30"")"
